1, www.thisismoney.co.uk,money,news,article-2081609,Householders-waste-134m-electricity-year-overcharging-mobile-phones-laptops.html
2, news.yahoo.com,forget-nsa-tech-gadgets-spying-170109659.html
3, www.ckitchen.com,commercial,cooking-equipment,should_your_restaurant_use_gas_or_electric.html
4, www.ebay.com,gds,How-Much-Energy-Does-a-Mini-Fridge-Use-,10000000178626958,g.html
5, www.telegraph.co.uk,finance,personalfinance,money-saving-tips,11068475,Should-you-buy-a-banned-vacuum-cleaner-How-much-would-you-save-with-EU-approved-low-wattage-model.html
6, health.costhelper.com,electric-toothbrushes.html
7, www.bchydro.com,powersmart,residential,guides_tips,green-your-home,appliances_guide,cooking.html
8, www.consumeraffairs.com,homeowners,shark_navigator.html
9, www.consumeraffairs.com,utilities,pacific-gas-and-electric.html
10, www.solaraccreditation.com.au,consumers,purchasing-your-solar-pv-system.html
11, www.energy.gs,2008,08,how-much-electricity-does-russell-hobb.html
12, uncw.edu,ehs,residencehall.html
13, www.explainthatstuff.com,inductionchargers.html
14, www.activistpost.com,2012,04,real-cost-of-australian-carbon-tax.html
15, www.mass.gov,envir,smart_growth_toolkit,pages,mod-adu.html
16, hyperphysics.phy-astr.gsu.edu,hbase,thermo,houseenergy.html
17, www.ocregister.com,taxdollars,strong-478660-smart-opt.html
18, michaelbluejay.com,electricity,howmuch.html
19, www.energyquest.ca.gov,how_it_works,air_conditioner.html
20, www.citizensutilityboard.org,ciElectric_cubfacts_SmartMeterRF.html
21, www.thriftyfun.com,tf,Save_Money_On,Home_and_Garden,Saving-Money-on-Your-Electric-Bill-2.html
22, finance.yahoo.com,blogs,daily-ticker,how-obama-s-new-carbon-rules-could-raise-your-electric-bill-195657629.html
23, homeguides.sfgate.com,many-btus-furnace-need-house-100318.html
24, www.mass.gov,eea,agencies,massdep,water,drinking,boil-water-order-faq.html
25, www.telegraph.co.uk,finance,personalfinance,household-bills,10158897,Green-taxes-to-increase-energy-bills-by-a-third-by-2020.html
26, www.thisismoney.co.uk,money,bills,article-2573326,Energy-firms-tell-customers-smart-meter-free-supposed-EU-rules.html
27, www.energysavings.com,energy-consumption.html
28, www.fodors.com,news,story_3926.html
29, www.mlive.com,news,bay-city,index.ssf,2014,07,bay_city_smart_meter_program_l.html
30, www.epa.gov,climatechange,ghgemissions,ind-assumptions.html
31, www.statistik.at,web_en,statistics,energy_environment,energy,energy_consumption_of_households,index.html
32, www.telegraph.co.uk,finance,personalfinance,household-bills,10267013,Smart-meters-good-idea-or-a-lot-of-hot-air.html
33, www.spectralightuv.com,eco-pool-pump.html
34, archive.azcentral.com,style,hfe,decor,articles,20120106arizona-pool-pump-energy-efficiency-laws.html
35, www.treehugger.com,gadgets,keep-calm-your-iphone-does-not-use-more-energy-your-refrigerator.html
36, electric-range-review.toptenreviews.com,pros-and-cons-of-gas-versus-electric-ranges.html
37, blog.tsa.gov,2014,07,tsa-travel-tips-enhanced-security.html
38, www.supertopo.com,a,SuperTopo-Goes-Solar-How-and-why-we-choose-solar-photovoltaic-panels-for-our-house,a11338n.html
39, withouthotair.blogspot.com,2008,10,how-to-boil-water.html
40, www.sunfrost.com,all_efficient_refrigerator_models.html
41, standby.lbl.gov,faq.html
42, www.independent.co.uk,environment,shoppers-rush-to-buy-extrastrength-vacuum-cleaners-before-eu-ban-comes-into-force-9707247.html
43, www.thesolarplanner.com,photovoltaic_tutorial.html
